,Open Idx,Open Datetime,Open price,Exit Index,Exit Datetime,Part of position,Result
0,59,2021-12-22 03:05:00,4.1190283712359606e-05,98,2021-12-22 03:44:00,0.5,1.5
1,59,2021-12-22 03:05:00,4.1190283712359606e-05,130,2021-12-22 04:16:00,0.5,2.5406684813267826
2,132,2021-12-22 04:18:00,0.0001125263127192,199,2021-12-22 05:25:00,0.5,1.5
3,132,2021-12-22 04:18:00,0.0001125263127192,244,2021-12-22 06:10:00,0.5,2.5411689066197365
4,252,2021-12-22 06:18:00,0.0002250486119043,320,2021-12-22 07:26:00,0.5,1.5
5,252,2021-12-22 06:18:00,0.0002250486119043,339,2021-12-22 07:45:00,0.5,1.6074389175305461
6,346,2021-12-22 07:52:00,0.0003480522471298,472,2021-12-22 09:58:00,0.5,1.5
7,346,2021-12-22 07:52:00,0.0003480522471298,497,2021-12-22 10:23:00,0.5,1.8920045980249565
8,515,2021-12-22 10:41:00,0.0005969826255285,586,2021-12-22 11:52:00,1.0,0.75
9,598,2021-12-22 12:04:00,0.0005099068587797,614,2021-12-22 12:20:00,1.0,0.75
10,631,2021-12-22 12:37:00,0.0004156028708069,761,2021-12-22 14:47:00,1.0,0.75
11,776,2021-12-22 15:02:00,0.0003251182138201,883,2021-12-22 16:50:00,0.5,1.5
12,776,2021-12-22 15:02:00,0.0003251182138201,1424,2021-12-23 02:19:00,0.5,1.0160534501164182
13,1442,2021-12-23 02:37:00,0.0002974944244116,1589,2021-12-23 05:14:00,1.0,0.75
14,1612,2021-12-23 05:40:00,0.0002302749476195,2931,2021-12-25 07:36:00,1.0,0.75
15,3093,2021-12-25 18:08:00,0.0001425677105635,4351,2022-01-05 16:16:00,1.0,0.75
